country,iso2c,iso3c,year,status,lastupdated,life_expectancy,access_to_electricity,co2_emissions,gdp_per_cap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2010,,2024-03-28,60.851,42.7,0.304230215945755,544.689296876057,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1995,,2024-03-28,52.544,NA,0.0887811567538702,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1996,,2024-03-28,53.243,NA,0.0822665176792927,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2012,,2024-03-28,61.923,69.1,0.335061035441608,570.676064337005,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2007,,2024-03-28,59.111,38.4400024414063,0.109940042004685,410.861612505237,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2024-03-28,58.684,33.5444183349609,0.0897569086344725,367.485851243822,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1998,,2024-03-28,50.3259127442221,NA,0.963156699493026,1263.85314863692,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2024-03-28,50.9742313589474,NA,0.962202862561076,1272.06811948235,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2024-03-28,52.189648214333,19.9753646761679,0.958882806123569,1287.44521271225,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2024-03-28,50.8106889705147,NA,0.943199917017691,1249.3769609289,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2024-03-28,51.9644813247726,19.9573016173253,0.891352058110034,1274.44371293222,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2024-03-28,55.9338017149142,26.8079371107551,1.01324862674819,1499.1611282969,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2024-03-28,51.0019252899341,NA,0.933000619673823,1216.57089182374,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2024-03-28,54.2196508058582,23.4930127792651,1.00806527896429,1392.47932975406,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2024-03-28,55.1505461100496,25.1912206446574,0.996423294294411,1444.99491661118,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2024-03-28,57.6208515442432,26.193895212401902,0.990734179791909,1490.93078133474,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2024-03-28,58.4111497501441,27.4001102274899,1.01748842169894,1525.74270715883,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2024-03-28,59.2932713889337,28.9143483184985,0.976840416537629,1540.05393457295,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2024-03-28,56.6804188973962,25.9433160820416,1.0536629577756,1521.96640758239,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2024-03-28,60.0507802468673,31.6669278676995,0.989584670174698,1512.1920131688,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2024-03-28,60.7098695610582,31.695183470279,1.00115403954986,1533.32559210204,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2024-03-28,52.540794004192,21.576500005381,0.96155340691747,1304.03584753821,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2024-03-28,51.2378519083819,NA,0.902134156401531,1265.01018023428,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2024-03-28,53.5454571098034,23.749531370048,1.03247558584141,1347.01302954085,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2024-03-28,53.0220345898659,22.5292648277365,0.98808295147808,1310.2419640518399,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2024-03-28,61.8564581403595,33.903514646918,0.960429835565109,1554.167298753,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2024-03-28,61.3379174832409,31.8592573426147,1.01375799854783,1551.71485840705,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2024-03-28,55.3405609869972,44.0536996258962,0.452100781989556,1766.72229692662,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2024-03-28,50.565144130827,35.2326908128795,0.53355234610125,1223.19825327284,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2024-03-28,55.0131378935872,45.9110359521167,0.451578090414909,1727.67602511378,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2024-03-28,49.7501167734063,34.8104284660219,0.502905402549716,1183.93520411502,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2024-03-28,55.673405514134,47.0519898009091,0.481623107360517,1824.23385171716,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2024-03-28,51.4033564775689,39.8245885835788,0.505790512582229,1342.3365909296,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2024-03-28,51.8191317940034,37.493057959538604,0.497074476698602,1409.79908555107,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2024-03-28,50.221953875359,34.1379707503158,0.521688597733918,1195.24858828069,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2024-03-28,50.9278483335328,35.7229258751679,0.486595754078467,1307.7516723409,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2024-03-28,54.1594208389292,41.8710425405368,0.409795106242244,1629.40373361412,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2024-03-28,54.550169165108,41.8393089883196,0.44781657746394,1694.72065531571,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2024-03-28,52.3445512272646,37.7921633219042,0.490733875302163,1450.70155976404,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2024-03-28,53.6411646755364,41.7411518658625,0.436976622026936,1576.6650465984,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2024-03-28,48.9062773288063,32.6293222407454,0.554304710490402,1172.23297563948,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2024-03-28,49.0791837660659,32.461796679118,0.54006197783836,1190.14507826972,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2024-03-28,49.3329492370093,33.4586299235774,0.506709395733456,1198.94818964096,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2024-03-28,55.9222289908432,47.6474054675408,0.493504869344438,1880.61221922936,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2024-03-28,56.1958723463674,46.7589482276369,0.47557674926893,1882.26403755398,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2024-03-28,52.8321256822206,39.8188192606379,0.452812730778115,1486.55949108896,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2024-03-28,53.2517115680003,40.7643454681025,0.4268423571362,1525.53337755839,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2024-03-28,48.7837728532269,33.6056679748691,0.492656164242569,1150.36262210908,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2015,,2024-03-28,78.644,99.98,1.66521852478371,3952.80357364813,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,,2024-03-28,74.362,100,0.612055270997031,1488.02088119627,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,,2024-03-28,74.592,100,0.62120565031993,1633.55200001885,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,,2024-03-28,74.99,100,0.576804441702653,1603.64765027651,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,,2024-03-28,75.183,100,0.960296939826517,1821.87313102694,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,,2024-03-28,75.639,99.421989440918,1.05686835352119,2143.52683947815,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,,2024-03-28,76.142,99.385627746582,1.3611587779509,2380.64462078713,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,,2024-03-28,76.376,99.3721389770508,1.42794420369885,2522.44937446209,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,,2024-03-28,78.407,99.95,1.7957124423350601,3855.76074409659,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,,2024-03-28,76.816,99.3893661499023,1.36398860235111,2851.36775919961,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,,2024-03-28,73.904,100,0.469830996661353,1464.29796254199,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,,2024-03-28,77.549,99.4284515380859,1.43379650688868,3044.89661682055,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,,2024-03-28,76.621,99.3711242675781,1.36009220693963,2675.50863709675,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,,2024-03-28,75.404,99.4308547973633,1.03156754537918,1960.88245974115,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2024-03-28,78.092,99.7186431884766,1.76810850906738,3678.04770145146,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,,2024-03-28,75.89,99.4045791625977,1.23300153064067,2247.49808010881,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2024-03-28,77.653,100,1.42824958589414,3298.47890843532,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2024-03-28,77.781,99.5544509887695,1.49211670359782,3432.1708719722,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2024-03-28,77.936,99.6442031860352,1.64276192996892,3577.11432498868,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,,2024-03-28,78.123,99.8903121948242,1.65638950333875,3780.69919254096,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,,2024-03-28,78.064,99.9,1.5659214019027,3736.34007957648,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,1996,,2024-03-28,68.749,NA,2.6263502240532,2927.37743717948,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2011,,2024-03-28,74.123,99.0026550292969,3.30523251701306,3969.66027593824,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1997,,2024-03-28,69.171,NA,2.52521107743441,2910.23924301648,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1998,,2024-03-28,69.451,NA,2.49456735827445,3012.80544365147,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1999,,2024-03-28,70.032,NA,2.55404626686087,3066.03770033307,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2010,,2024-03-28,73.808,98.9109039306641,3.18435699969857,3931.72005910031,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2005,,2024-03-28,72.061,98.6143188476563,2.85792656968889,3774.07125446926,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2012,,2024-03-28,74.202,98.7646604654583,3.6213677179274,4025.64148367191,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2007,,2024-03-28,72.602,98.6852493286133,3.02350291507781,3848.77825112227,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2000,,2024-03-28,70.478,98.6400299072266,2.60106533887127,3138.23001912134,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1995,,2024-03-28,67.454,NA,2.68418220900314,2862.10786827821,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2006,,2024-03-28,72.334,98.7,2.98514913079317,3783.31296401603,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2008,,2024-03-28,72.941,99.3,3.11677094713759,3874.36806857968,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2009,,2024-03-28,73.62,98.8248596191406,3.1870690441654,3866.29575828418,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2014,,2024-03-28,75.11,99.2745513916016,3.81152114717356,4129.42254868204,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2001,,2024-03-28,70.823,98.6379699707031,2.52060952562876,3188.20622592292,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2003,,2024-03-28,71.287,98.6152114868164,2.75109876087332,3512.89904839883,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2013,,2024-03-28,74.615,99.1879272460938,3.65846867891071,4057.76480695524,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2015,,2024-03-28,75.622,99.3561935424805,3.95196093867474,4197.41998491398,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2004,,2024-03-28,71.762,98.608528137207,2.75275878150928,3612.75298037776,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2002,,2024-03-28,71.23,98.6273574829102,2.60569461284308,3321.63776080143,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
American Samoa,AS,ASM,2015,,2024-03-28,NA,NA,NA,13101.5418159165,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2014,,2024-03-28,NA,NA,NA,12494.9802110307,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2001,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2011,,2024-03-28,NA,NA,NA,12656.6881389142,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1995,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1998,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2010,,2024-03-28,NA,NA,NA,12532.3111237111,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2009,,2024-03-28,NA,NA,NA,12378.1701945665,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1997,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2013,,2024-03-28,NA,NA,NA,12098.2751505435,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1999,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2000,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2012,,2024-03-28,NA,NA,NA,12247.6352882148,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1996,,2024-03-28,NA,NA,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2007,,2024-03-28,NA,NA,NA,13029.6162843735,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2002,,2024-03-28,NA,NA,NA,12804.4358444426,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2005,,2024-03-28,NA,NA,NA,13136.4800805944,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2003,,2024-03-28,NA,NA,NA,12980.7222956862,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2006,,2024-03-28,NA,NA,NA,12690.5291104991,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2008,,2024-03-28,NA,NA,NA,12795.0245577508,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2004,,2024-03-28,NA,NA,NA,13105.1690778892,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
Andorra,AD,AND,2009,,2024-03-28,NA,100,6.99539619780101,40442.8041055161,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2002,,2024-03-28,NA,100,7.49876497903993,35749.9457061609,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2004,,2024-03-28,NA,100,7.28675600847491,38696.5127853516,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1998,,2024-03-28,NA,100,7.53192403276777,31895.9957680708,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1999,,2024-03-28,NA,100,7.81296169370193,32966.2523329394,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1996,,2024-03-28,NA,100,7.08273185028139,28797.8667293952,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1997,,2024-03-28,NA,100,7.19408799975264,31149.3702860207,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2005,,2024-03-28,NA,100,7.20627364517826,39307.1593204183,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2008,,2024-03-28,NA,100,7.08182236539346,41470.457414301,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2000,,2024-03-28,NA,100,7.92701635475135,33901.192899197,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2003,,2024-03-28,NA,100,7.23806946567984,37250.3126885329,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2007,,2024-03-28,NA,100,6.89038992938287,42724.58727008,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2012,,2024-03-28,NA,100,6.86229281962458,39174.9156898451,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2013,,2024-03-28,NA,100,6.67423318900893,37597.7229935195,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2006,,2024-03-28,NA,100,6.80540008227272,40994.4668667136,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2011,,2024-03-28,NA,100,6.95758640724418,41486.2189634929,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1995,,2024-03-28,NA,100,6.75413170607679,28051.4032005126,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2010,,2024-03-28,NA,100,7.22359093387771,40937.2932979424,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2001,,2024-03-28,NA,100,7.72562665880271,35722.5456714568,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2015,,2024-03-28,NA,100,6.48576924149081,38885.5485894753,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2014,,2024-03-28,NA,100,6.44593066279443,38402.667301525304,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Angola,AO,AGO,2015,,2024-03-28,60.655,42,1.12518536428885,3217.33924430561,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1995,,2024-03-28,45.849,NA,0.914264569512932,1675.7080928899,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2000,,2024-03-28,46.024,24.2388648986816,0.988416415650984,1909.50206453685,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2003,,2024-03-28,49.617,27.3551368713379,0.924988063014922,2106.98586707062,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2002,,2024-03-28,47.386,26.320255279541,0.89571680151659006,2116.85168185367,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,,2024-03-28,60.04,32,1.0914970571178,3304.68115189551,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2006,,2024-03-28,52.369,30.5203876495361,0.821263801721427,2696.44109907247,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2007,,2024-03-28,53.642,37.5,0.811413505818644,2964.33545349134,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2004,,2024-03-28,50.592,28.3954849243164,0.929811079517077,2257.15236294246,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2005,,2024-03-28,51.57,29.4483089447021,0.812875087547097,2505.65503242824,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1996,,2024-03-28,46.033,NA,1.07363027389308,1840.3540847702,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2001,,2024-03-28,46.59,20,0.941818496696915,1925.50803255677,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1998,,2024-03-28,45.057,NA,1.09117253852185,1934.55795019266,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2008,,2024-03-28,54.633,38.49,0.888609844897006,3176.67216597867,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2013,,2024-03-28,59.307,38.3981781005859,1.0310436355189,3270.96634929444,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1997,,2024-03-28,46.306,NA,1.08632515611104,1909.46893931025,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2011,,2024-03-28,57.596,34.6,0.983787081068222,3094.73391897887,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1999,,2024-03-28,45.386,NA,1.10979107292515,1913.99892141307,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2009,,2024-03-28,55.752,33.8469772338867,0.939457360187463,3087.8114336694,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2012,,2024-03-28,58.623,37.2594909667969,0.947583107262692,3235.17460857542,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,,2024-03-28,56.726,34.980052947998,0.975916771759854,3105.44965920104,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
