country,iso2c,iso3c,year,status,lastupdated,population,co2_emissions,gdp_per_cap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2005,,2024-03-28,24411191,0.0803611343666108,363.541469198432,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2008,,2024-03-28,26427199,0.165573354936329,418.523172772314,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2010,,2024-03-28,28189672,0.304230215945755,544.689296876057,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1995,,2024-03-28,16418912,0.0887811567538702,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1996,,2024-03-28,17106595,0.0822665176792927,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2012,,2024-03-28,30466479,0.335061035441608,570.676064337005,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2007,,2024-03-28,25903301,0.109940042004685,410.861612505237,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2024-03-28,25442944,0.0897569086344725,367.485851243822,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1998,,2024-03-28,381715600,0.963156699493026,1263.85314863692,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2024-03-28,372352230,0.962202862561076,1272.06811948235,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2024-03-28,412001885,0.958882806123569,1287.44521271225,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2024-03-28,362985802,0.943199917017691,1249.3769609289,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2024-03-28,401600588,0.891352058110034,1274.44371293222,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2024-03-28,482406426,1.01324862674819,1499.1611282969,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2024-03-28,353466601,0.933000619673823,1216.57089182374,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2024-03-28,457153837,1.00806527896429,1392.47932975406,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2024-03-28,469508516,0.996423294294411,1444.99491661118,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2024-03-28,509410477,0.990734179791909,1490.93078133474,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2024-03-28,523459657,1.01748842169894,1525.74270715883,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2024-03-28,537792950,0.976840416537629,1540.05393457295,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2024-03-28,495748900,1.0536629577756,1521.96640758239,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2024-03-28,552530654,0.989584670174698,1512.1920131688,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2024-03-28,567892149,1.00115403954986,1533.32559210204,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2024-03-28,422741118,0.96155340691747,1304.03584753821,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2024-03-28,391486231,0.902134156401531,1265.01018023428,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2024-03-28,445281555,1.03247558584141,1347.01302954085,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2024-03-28,433807484,0.98808295147808,1310.2419640518399,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2024-03-28,600008424,0.960429835565109,1554.167298753,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2024-03-28,583651101,1.01375799854783,1551.71485840705,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2024-03-28,376797999,0.452100781989556,1766.72229692662,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2024-03-28,277160097,0.53355234610125,1223.19825327284,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2024-03-28,366489204,0.451578090414909,1727.67602511378,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2024-03-28,262397030,0.502905402549716,1183.93520411502,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2024-03-28,387204553,0.481623107360517,1824.23385171716,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2024-03-28,292977949,0.505790512582229,1342.3365909296,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2024-03-28,301265247,0.497074476698602,1409.79908555107,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2024-03-28,269611898,0.521688597733918,1195.24858828069,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2024-03-28,284952322,0.486595754078467,1307.7516723409,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2024-03-28,346475221,0.409795106242244,1629.40373361412,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2024-03-28,356337762,0.44781657746394,1694.72065531571,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2024-03-28,309824829,0.490733875302163,1450.70155976404,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2024-03-28,336893835,0.436976622026936,1576.6650465984,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2024-03-28,242200260,0.554304710490402,1172.23297563948,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2024-03-28,248713095,0.54006197783836,1190.14507826972,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2024-03-28,255482918,0.506709395733456,1198.94818964096,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2024-03-28,397855507,0.493504869344438,1880.61221922936,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2024-03-28,408690375,0.47557674926893,1882.26403755398,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2024-03-28,318601484,0.452812730778115,1486.55949108896,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2024-03-28,327612838,0.4268423571362,1525.53337755839,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2024-03-28,235861484,0.492656164242569,1150.36262210908,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2015,,2024-03-28,2880703,1.66521852478371,3952.80357364813,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,,2024-03-28,3187784,0.612055270997031,1488.02088119627,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,,2024-03-28,3168033,0.62120565031993,1633.55200001885,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,,2024-03-28,3128530,0.576804441702653,1603.64765027651,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,,2024-03-28,3108778,0.960296939826517,1821.87313102694,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,,2024-03-28,3060173,1.05686835352119,2143.52683947815,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,,2024-03-28,3039616,1.3611587779509,2380.64462078713,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,,2024-03-28,3026939,1.42794420369885,2522.44937446209,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,,2024-03-28,2889104,1.7957124423350601,3855.76074409659,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,,2024-03-28,2992547,1.36398860235111,2851.36775919961,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,,2024-03-28,3148281,0.469830996661353,1464.29796254199,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,,2024-03-28,2970017,1.43379650688868,3044.89661682055,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,,2024-03-28,3011487,1.36009220693963,2675.50863709675,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,,2024-03-28,3089027,1.03156754537918,1960.88245974115,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2024-03-28,2905195,1.76810850906738,3678.04770145146,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,,2024-03-28,3051010,1.23300153064067,2247.49808010881,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2024-03-28,2947314,1.42824958589414,3298.47890843532,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2024-03-28,2927519,1.49211670359782,3432.1708719722,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2024-03-28,2913021,1.64276192996892,3577.11432498868,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,,2024-03-28,2895092,1.65638950333875,3780.69919254096,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,,2024-03-28,2900401,1.5659214019027,3736.34007957648,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,1996,,2024-03-28,28984634,2.6263502240532,2927.37743717948,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2011,,2024-03-28,36543541,3.30523251701306,3969.66027593824,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1997,,2024-03-28,29476031,2.52521107743441,2910.23924301648,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1998,,2024-03-28,29924668,2.49456735827445,3012.80544365147,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1999,,2024-03-28,30346083,2.55404626686087,3066.03770033307,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2010,,2024-03-28,35856344,3.18435699969857,3931.72005910031,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2005,,2024-03-28,32956690,2.85792656968889,3774.07125446926,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2012,,2024-03-28,37260563,3.6213677179274,4025.64148367191,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2007,,2024-03-28,33983827,3.02350291507781,3848.77825112227,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2000,,2024-03-28,30774621,2.60106533887127,3138.23001912134,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,1995,,2024-03-28,28478022,2.68418220900314,2862.10786827821,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2006,,2024-03-28,33435080,2.98514913079317,3783.31296401603,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2008,,2024-03-28,34569592,3.11677094713759,3874.36806857968,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2009,,2024-03-28,35196037,3.1870690441654,3866.29575828418,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2014,,2024-03-28,38760168,3.81152114717356,4129.42254868204,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2001,,2024-03-28,31200985,2.52060952562876,3188.20622592292,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2003,,2024-03-28,32055883,2.75109876087332,3512.89904839883,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2013,,2024-03-28,38000626,3.65846867891071,4057.76480695524,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2015,,2024-03-28,39543154,3.95196093867474,4197.41998491398,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2004,,2024-03-28,32510186,2.75275878150928,3612.75298037776,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
Algeria,DZ,DZA,2002,,2024-03-28,31624696,2.60569461284308,3321.63776080143,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
American Samoa,AS,ASM,2015,,2024-03-28,51368,NA,13101.5418159165,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2014,,2024-03-28,52217,NA,12494.9802110307,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2001,,2024-03-28,58324,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2011,,2024-03-28,54310,NA,12656.6881389142,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1995,,2024-03-28,53401,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1998,,2024-03-28,56603,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2010,,2024-03-28,54849,NA,12532.3111237111,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2009,,2024-03-28,55366,NA,12378.1701945665,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1997,,2024-03-28,55578,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2013,,2024-03-28,52995,NA,12098.2751505435,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1999,,2024-03-28,57594,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2000,,2024-03-28,58230,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2012,,2024-03-28,53691,NA,12247.6352882148,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,1996,,2024-03-28,54500,NA,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2007,,2024-03-28,56383,NA,13029.6162843735,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2002,,2024-03-28,58177,NA,12804.4358444426,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2005,,2024-03-28,57254,NA,13136.4800805944,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2003,,2024-03-28,57941,NA,12980.7222956862,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2006,,2024-03-28,56837,NA,12690.5291104991,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2008,,2024-03-28,55891,NA,12795.0245577508,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
American Samoa,AS,ASM,2004,,2024-03-28,57626,NA,13105.1690778892,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
Andorra,AD,AND,2009,,2024-03-28,73852,6.99539619780101,40442.8041055161,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2002,,2024-03-28,70849,7.49876497903993,35749.9457061609,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2004,,2024-03-28,76933,7.28675600847491,38696.5127853516,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1998,,2024-03-28,65186,7.53192403276777,31895.9957680708,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1999,,2024-03-28,65655,7.81296169370193,32966.2523329394,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1996,,2024-03-28,64147,7.08273185028139,28797.8667293952,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1997,,2024-03-28,64682,7.19408799975264,31149.3702860207,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2005,,2024-03-28,79826,7.20627364517826,39307.1593204183,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2008,,2024-03-28,76055,7.08182236539346,41470.457414301,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2000,,2024-03-28,66097,7.92701635475135,33901.192899197,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2003,,2024-03-28,73907,7.23806946567984,37250.3126885329,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2007,,2024-03-28,78168,6.89038992938287,42724.58727008,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2012,,2024-03-28,71013,6.86229281962458,39174.9156898451,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2013,,2024-03-28,71367,6.67423318900893,37597.7229935195,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2006,,2024-03-28,80221,6.80540008227272,40994.4668667136,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2011,,2024-03-28,70567,6.95758640724418,41486.2189634929,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1995,,2024-03-28,62928,6.75413170607679,28051.4032005126,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2010,,2024-03-28,71519,7.22359093387771,40937.2932979424,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2001,,2024-03-28,67820,7.72562665880271,35722.5456714568,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2015,,2024-03-28,71746,6.48576924149081,38885.5485894753,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2014,,2024-03-28,71621,6.44593066279443,38402.667301525304,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Angola,AO,AGO,2015,,2024-03-28,28127721,1.12518536428885,3217.33924430561,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1995,,2024-03-28,13912253,0.914264569512932,1675.7080928899,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2000,,2024-03-28,16394062,0.988416415650984,1909.50206453685,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2003,,2024-03-28,18124342,0.924988063014922,2106.98586707062,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2002,,2024-03-28,17516139,0.89571680151659006,2116.85168185367,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,,2024-03-28,27128337,1.0914970571178,3304.68115189551,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2006,,2024-03-28,20162340,0.821263801721427,2696.44109907247,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2007,,2024-03-28,20909684,0.811413505818644,2964.33545349134,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2004,,2024-03-28,18771125,0.929811079517077,2257.15236294246,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2005,,2024-03-28,19450959,0.812875087547097,2505.65503242824,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1996,,2024-03-28,14383350,1.07363027389308,1840.3540847702,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2001,,2024-03-28,16941587,0.941818496696915,1925.50803255677,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1998,,2024-03-28,15366864,1.09117253852185,1934.55795019266,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2008,,2024-03-28,21691522,0.888609844897006,3176.67216597867,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2013,,2024-03-28,26147002,1.0310436355189,3270.96634929444,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1997,,2024-03-28,14871146,1.08632515611104,1909.46893931025,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2011,,2024-03-28,24259111,0.983787081068222,3094.73391897887,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1999,,2024-03-28,15870753,1.10979107292515,1913.99892141307,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2009,,2024-03-28,22507674,0.939457360187463,3087.8114336694,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2012,,2024-03-28,25188292,0.947583107262692,3235.17460857542,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,,2024-03-28,23364185,0.975916771759854,3105.44965920104,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,1995,,2024-03-28,68398,3.43869703792509,13584.2734627796,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2004,,2024-03-28,78941,4.65410876477369,16516.0866084157,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2008,,2024-03-28,83251,5.14228057320633,20541.7533409403,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2000,,2024-03-28,75055,4.16361335020985,16055.953741155,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2009,,2024-03-28,84534,5.36588828163816,17809.9326764468,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1999,,2024-03-28,73821,4.05440186396825,15370.8280861165,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2007,,2024-03-28,82016,5.11119781506048,20854.062440673,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2001,,2024-03-28,76215,4.22357803581972,15092.4692727315,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1998,,2024-03-28,72572,3.94091385107204,15076.3926044573,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2005,,2024-03-28,79869,4.71647322490578,17380.986016407,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2011,,2024-03-28,86729,5.25890993785239,15684.7813912039,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2012,,2024-03-28,87674,5.35962771175035,15739.0348393989,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2003,,2024-03-28,78075,4.6199167467179,15788.7402048433,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
